2016,FCA US LLC,4C,1750,1,Two Seaters,Automated Manual,N,N
2016,aston martin,V12 Vantage S,3550,1,Two Seaters,Automated Manual,N,N
2016,aston martin,V8 Vantage,3100,1,Two Seaters,Automated Manual,N,N
2016,aston martin,V8 Vantage,3300,1,Two Seaters,Manual,N,N
2016,aston martin,V8 Vantage S,3100,1,Two Seaters,Automated Manual,N,N
2016,aston martin,V8 Vantage S,3300,1,Two Seaters,Manual,N,N
2016,aston martin,Vantage GT,3100,1,Two Seaters,Automated Manual,N,N
2016,aston martin,Vantage GT,3300,1,Two Seaters,Manual,N,N
2016,Volkswagen Group of,TT Roadster quattro,1750,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,BMW,M4 GTS,2600,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,BMW,Z4 sDrive28i,1900,1,Two Seaters,Semi-Automatic,N,N
2016,BMW,Z4 sDrive28i,1900,1,Two Seaters,Manual,N,Y
2016,BMW,Z4 sDrive35i,2500,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,BMW,Z4 sDrive35is,2500,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,General Motors,CORVETTE,3100,1,Two Seaters,Semi-Automatic,Y,N
2016,General Motors,CORVETTE,2500,1,Two Seaters,Semi-Automatic,Y,N
2016,General Motors,CORVETTE,2750,1,Two Seaters,Manual,Y,N
2016,General Motors,CORVETTE,2350,1,Two Seaters,Manual,Y,N
2016,FCA US LLC,Viper SRT,3300,1,Two Seaters,Manual,N,N
2016,Ferrari,488 GTB,2750,1,Two Seaters,Automated Manual,N,N
2016,Ferrari,488 GTB,2750,1,Two Seaters,Automated Manual,N,Y
2016,Ferrari,F12,3800,1,Two Seaters,Automated Manual,N,N
2016,Ferrari,F12,3800,1,Two Seaters,Automated Manual,N,Y
2016,Ferrari,F12 tdf,3800,1,Two Seaters,Automated Manual,N,Y
2016,Ferrari,F12 tdf,4100,1,Two Seaters,Automated Manual,N,N
2016,Honda,CR-Z,3800,1,Two Seaters,Automated Manual,N,N
2016,Ferrari,F60 America,1300,1,Two Seaters,Automated Manual,N,N
2016,Honda,CR-Z,1200,1,Two Seaters,Selectable Continuously Variable (e.g. CVT with paddles),N,Y
2016,Ferrari,F60 America,3800,1,Two Seaters,Manual,N,Y
2016,Jaguar Land Rover L,F-TYPE Convertible,2250,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE Convertible Manual,2600,1,Two Seaters,Manual,N,Y
2016,Jaguar Land Rover L,F-TYPE Coupe,2250,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE Coupe Manual,2600,1,Two Seaters,Manual,N,Y
2016,Jaguar Land Rover L,F-TYPE R AWD Convertible,2750,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE R AWD Coupe,2750,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE R Convertible,2750,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE S AWD Convertible,2350,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE S AWD Coupe,2350,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE S Convertible,2250,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE S Convertible Manual,2750,1,Two Seaters,Manual,N,Y
2016,Jaguar Land Rover L,F-TYPE S Coupe,2250,1,Two Seaters,Semi-Automatic,N,Y
2016,Jaguar Land Rover L,F-TYPE S Coupe Manual,2750,1,Two Seaters,Manual,N,Y
2016,Volkswagen Group of,Aventador Coupe,3800,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),Y,Y
2016,Volkswagen Group of,Aventador Roadster,4100,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),Y,Y
2016,Volkswagen Group of,Huracan,2900,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),Y,N
2016,Volkswagen Group of,Huracan Spyder,3100,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),Y,N
2016,MAZDA,MX-5,1650,1,Two Seaters,Semi-Automatic,N,N
2016,MAZDA,MX-5,1650,1,Two Seaters,Manual,N,N
2016,McLaren Automotive,570S Coupe,2600,1,Two Seaters,Automatic,N,N
2016,McLaren Automotive,650S Coupe,2750,1,Two Seaters,Automatic,N,N
2016,McLaren Automotive,650S Spider,2750,1,Two Seaters,Automatic,N,N
2016,McLaren Automotive,675LT Coupe,2750,1,Two Seaters,Automatic,N,N
2016,Mercedes-Benz,AMG GT S,2750,1,Two Seaters,Automated Manual,N,Y
2016,Mercedes-Benz,AMG SL 63,2600,1,Two Seaters,Automatic,N,Y
2016,Mercedes-Benz,AMG SL 65,2900,1,Two Seaters,Automatic,N,Y
2016,Mercedes-Benz,AMG SLK 55,2250,1,Two Seaters,Automatic,Y,Y
2016,Mercedes-Benz,SL 400,2150,1,Two Seaters,Automatic,N,Y
2016,Mercedes-Benz,SL 550,2600,1,Two Seaters,Automatic,N,Y
2016,Mercedes-Benz,SLK 300,1750,1,Two Seaters,Automatic,N,Y
2016,Mercedes-Benz,SLK 350,2050,1,Two Seaters,Automatic,N,Y
2016,Mercedes-Benz,Smart fortwo (COUPE),1400,1,Two Seaters,Automated Manual,N,N
2016,Mercedes-Benz,Smart fortwo (COUPE),1400,1,Two Seaters,Manual,N,N
2016,Nissan,370Z,2350,1,Two Seaters,Semi-Automatic,N,N
2016,Nissan,370Z,2350,1,Two Seaters,Manual,N,N
2016,Nissan,370Z Roadster,2350,1,Two Seaters,Semi-Automatic,N,N
2016,Nissan,370Z Roadster,2500,1,Two Seaters,Manual,N,N
2016,Pagani Automobili S,Huayra Coupe,3800,1,Two Seaters,Automated Manual,N,N
2016,Porsche,911 GT3,2900,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,Porsche,911 GT3RS,3100,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,Porsche,Boxster,1900,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,Porsche,Boxster,2050,1,Two Seaters,Manual,N,N
2016,Porsche,Boxster GTS,2000,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,Porsche,Boxster GTS,2250,1,Two Seaters,Manual,N,N
2016,Porsche,Boxster S,2050,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,Boxster S,2150,1,Two Seaters,Manual,N,Y
2016,Porsche,Boxster Spyder,2500,1,Two Seaters,Manual,N,N
2016,Porsche,Cayman,1900,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,Porsche,Cayman,2050,1,Two Seaters,Manual,N,N
2016,Porsche,Cayman GT4,2500,1,Two Seaters,Manual,N,N
2016,Porsche,Cayman GTS,2000,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
2016,Porsche,Cayman GTS,2250,1,Two Seaters,Manual,N,N
2016,Porsche,Cayman S,2050,1,Two Seaters,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,Cayman S,2150,1,Two Seaters,Manual,N,N
2016,aston martin,DB9,3300,2,Minicompact Cars,Semi-Automatic,N,N
2016,aston martin,Vanquish,3100,2,Minicompact Cars,Semi-Automatic,N,N
2016,Ferrari,California T,2600,2,Minicompact Cars,Automated Manual,N,Y
2016,Ferrari,California T,2750,2,Minicompact Cars,Automated Manual,N,N
2016,FCA US LLC,500,1850,2,Minicompact Cars,Automatic,N,N
2016,FCA US LLC,500,1650,2,Minicompact Cars,Automatic,N,N
2016,FCA US LLC,500,1650,2,Minicompact Cars,Manual,N,N
2016,FCA US LLC,500,1450,2,Minicompact Cars,Manual,N,N
2016,FCA US LLC,500 Abarth,1850,2,Minicompact Cars,Automatic,N,N
2016,FCA US LLC,500 Abarth,1650,2,Minicompact Cars,Manual,N,N
2016,BMW,Mini Cooper Convertible,1600,2,Minicompact Cars,Semi-Automatic,N,N
2016,BMW,Mini Cooper Convertible,1600,2,Minicompact Cars,Manual,N,N
2016,BMW,Mini Cooper S Convertible,1700,2,Minicompact Cars,Semi-Automatic,N,Y
2016,BMW,Mini Cooper S Convertible,1850,2,Minicompact Cars,Manual,N,N
2016,Porsche,911 Carrera,2150,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera,2250,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera 4,2150,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera 4,2250,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera 4 Cabriolet,2250,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera 4 Cabriolet,2250,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera 4 GTS,2350,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera 4 GTS,2350,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera 4 GTS Cabriolet,2350,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera 4 GTS Cabriolet,2500,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera 4S,2250,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera 4S,2350,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera 4S Cabriolet,2350,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera 4S Cabriolet,2350,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera Cabriolet,2150,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera Cabriolet,2250,2,Minicompact Cars,Manual,N,N
2016,Porsche,911 Carrera GTS,2350,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera GTS,2350,2,Minicompact Cars,Manual,N,Y
2016,Porsche,911 Carrera GTS Cabriolet,2350,2,Minicompact Cars,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2016,Porsche,911 Carrera GTS Cabriolet,2500,2,Minicompact Cars,Manual,N,Y
